,HomeTeam,AwayTeam,BbAvH,BbAvD,BbAvA,FTR,AwayTeamGoals,HomeTeamConceded,AwayTeamConceded,HomeTeamGoals,Weekday
297,Norwich,Sunderland,2.16,3.25,3.54,H,2.2,0.2,1.4,0.6,5.0
298,West Ham,Man United,4.33,3.45,1.88,A,1.4,1.4,1.0,2.2,5.0
299,Aston Villa,Stoke,2.14,3.25,3.57,A,0.6,1.6,1.2,2.0,6.0
300,Tottenham,Southampton,2.17,3.3,3.47,H,1.6,1.2,1.0,1.0,6.0
301,Arsenal,Swansea,1.56,4.08,6.23,D,1.2,0.2,2.4,2.0,1.0
302,Man United,Man City,3.43,3.5,2.14,A,2.4,1.4,0.6,1.4,1.0
303,Newcastle,Everton,3.36,3.32,2.23,A,0.4,1.8,1.6,0.4,1.0
304,Liverpool,Sunderland,1.16,7.9,15.81,H,2.0,1.2,1.8,3.4,2.0
305,West Ham,Hull,2.33,3.21,3.22,H,1.2,1.2,0.8,1.6,2.0
306,Arsenal,Man City,3.49,3.47,2.09,D,2.4,0.6,0.2,2.0,5.0
307,Crystal Palace,Chelsea,8.8,4.32,1.41,H,1.4,0.8,0.6,1.0,5.0
308,Man United,Aston Villa,1.44,4.43,7.73,H,0.8,1.6,1.0,1.2,5.0
309,Southampton,Newcastle,1.71,3.66,5.15,H,1.4,1.8,1.2,1.8,5.0
310,Stoke,Hull,2.14,3.23,3.62,H,1.4,1.6,0.8,2.0,5.0
311,Swansea,Norwich,1.72,3.65,5.06,H,0.8,1.2,2.8,1.6,5.0
312,West Brom,Cardiff,1.8,3.59,4.57,D,0.6,1.4,2.4,0.8,5.0
313,Fulham,Everton,4.76,3.6,1.77,A,0.8,2.6,1.4,1.0,6.0
314,Liverpool,Tottenham,1.45,4.65,6.76,H,1.6,1.4,1.4,3.4,6.0
315,Sunderland,West Ham,2.24,3.26,3.31,A,1.0,1.0,0.8,0.6,0.0
316,Aston Villa,Fulham,1.99,3.44,3.86,A,0.8,2.0,2.6,2.0,6.0
317,Cardiff,Crystal Palace,2.37,3.18,3.16,A,0.2,2.4,1.2,1.6,6.0
318,Chelsea,Stoke,1.26,5.64,12.49,H,1.4,0.0,1.2,2.8,6.0
319,Hull,Swansea,2.65,3.16,2.8,H,1.6,1.6,2.4,0.8,6.0
320,Man City,Southampton,1.33,5.33,9.11,H,1.6,0.6,1.2,2.2,6.0
321,Newcastle,Man United,3.98,3.47,1.95,A,1.6,2.0,0.4,0.4,6.0
322,Norwich,West Brom,2.39,3.25,3.08,A,1.2,0.2,2.2,0.8,6.0
323,Everton,Arsenal,2.45,3.36,2.89,H,0.8,0.8,2.8,2.0,2.0
324,West Ham,Liverpool,8.27,4.86,1.38,A,3.2,0.8,1.2,1.8,2.0
325,Tottenham,Sunderland,1.56,3.98,6.29,H,1.8,1.6,1.8,1.2,4.0
326,Crystal Palace,Aston Villa,2.1,3.22,3.77,H,0.8,0.8,1.8,1.0,3.0
327,Fulham,Norwich,2.12,3.39,3.51,H,0.8,2.4,3.0,1.0,3.0
328,Southampton,Cardiff,1.47,4.4,6.99,A,0.8,1.8,2.2,2.4,3.0
329,Stoke,Newcastle,2.11,3.31,3.62,H,0.8,0.6,1.8,1.6,3.0
330,Sunderland,Everton,4.73,3.55,1.79,A,1.2,1.2,1.4,0.8,3.0
331,West Brom,Tottenham,3.07,3.37,2.33,D,1.0,1.8,2.0,1.2,3.0
332,Liverpool,Man City,2.39,3.51,2.88,H,2.2,1.0,0.4,3.8,6.0
333,Swansea,Chelsea,4.82,3.53,1.79,A,1.0,0.6,0.8,2.0,6.0
334,Arsenal,West Ham,1.41,4.65,8.08,H,1.0,0.8,1.0,1.8,1.0
335,Everton,Crystal Palace,1.4,4.51,8.59,A,0.8,0.8,0.8,2.2,2.0
336,Man City,Sunderland,1.15,8.27,15.76,D,1.2,0.8,2.6,2.8,2.0
337,Aston Villa,Southampton,3.37,3.33,2.17,D,1.2,1.8,2.0,1.4,5.0
338,Cardiff,Stoke,2.43,3.25,2.95,D,1.4,2.8,1.6,1.2,5.0
339,Chelsea,Sunderland,1.19,6.8,14.04,A,1.0,0.0,3.0,3.4,5.0
340,Newcastle,Swansea,2.65,3.32,2.64,A,1.6,2.2,2.2,0.4,5.0
341,Tottenham,Fulham,1.51,4.24,6.31,H,1.2,0.8,2.4,2.0,5.0
342,West Ham,Crystal Palace,2.19,3.26,3.41,A,1.4,1.2,0.8,1.6,5.0
343,Everton,Man United,2.37,3.35,2.95,H,2.2,1.2,0.0,2.2,6.0
344,Hull,Arsenal,4.6,3.53,1.79,A,0.4,1.4,3.0,0.8,6.0
345,Norwich,Liverpool,8.22,5.06,1.35,A,3.4,0.4,1.2,0.8,6.0
346,Man City,West Brom,1.19,7.06,12.79,H,1.4,0.8,2.0,2.4,0.0
347,Fulham,Hull,2.28,3.31,3.17,D,1.4,1.8,0.8,1.2,5.0
348,Man United,Norwich,1.36,4.94,8.44,H,0.6,1.8,2.8,1.6,5.0
349,Southampton,Everton,2.76,3.38,2.52,H,1.4,1.6,0.6,2.0,5.0
350,Stoke,Tottenham,3.1,3.33,2.32,A,1.4,0.4,2.4,1.4,5.0
351,Swansea,Aston Villa,1.66,3.68,5.5,H,0.4,0.8,1.6,1.6,5.0
352,West Brom,West Ham,1.88,3.57,4.11,H,1.2,2.2,1.6,1.6,5.0
353,Crystal Palace,Man City,7.49,4.61,1.42,A,1.6,0.8,0.8,1.0,6.0
354,Liverpool,Chelsea,1.67,3.93,5.03,A,1.0,1.4,0.8,3.6,6.0
355,Sunderland,Cardiff,1.89,3.57,4.07,H,1.0,1.0,1.8,0.4,6.0
356,Arsenal,Newcastle,1.27,5.68,11.09,H,0.8,1.0,2.0,2.0,0.0
357,Aston Villa,Hull,2.43,3.18,3.04,H,1.8,1.4,1.0,1.4,2.0
358,Everton,Man City,4.7,3.8,1.73,A,2.0,1.2,0.8,2.4,2.0
359,Man United,Sunderland,1.35,5.16,8.21,A,1.2,1.8,2.4,2.0,2.0
360,Newcastle,Cardiff,2.02,3.47,3.69,H,1.0,1.8,2.0,0.6,2.0
361,Stoke,Fulham,2.28,3.37,3.11,H,1.0,0.4,2.6,1.2,2.0
362,Swansea,Southampton,2.42,3.31,2.94,A,1.0,1.0,2.0,1.8,2.0
363,West Ham,Tottenham,4.1,3.59,1.88,H,0.8,1.4,2.4,1.2,2.0
364,Arsenal,West Brom,1.27,5.73,11.0,H,1.0,1.0,1.8,2.6,5.0
365,Chelsea,Norwich,1.2,6.65,14.41,D,0.6,0.4,3.2,3.0,5.0
366,Crystal Palace,Liverpool,8.29,4.76,1.38,D,3.4,1.0,1.2,0.4,0.0
367,Man United,Hull,1.37,5.05,8.25,H,1.6,1.6,1.6,1.6,3.0
368,Man City,Aston Villa,1.13,9.06,18.19,H,0.4,0.8,2.0,3.0,5.0
369,Sunderland,West Brom,2.05,3.05,4.17,H,0.8,1.0,1.4,1.0,5.0
370,Cardiff,Chelsea,7.66,4.62,1.41,A,1.2,3.0,0.6,1.4,2.0
371,Fulham,Crystal Palace,2.53,3.36,2.77,D,1.4,1.6,0.6,1.2,2.0
372,Hull,Everton,3.81,3.45,1.99,A,1.4,1.8,0.8,0.8,2.0
373,Liverpool,Newcastle,1.2,7.14,12.43,H,0.8,1.6,2.0,2.6,2.0
374,Man City,West Ham,1.15,8.41,15.0,H,0.8,0.8,1.8,3.6,2.0
375,Norwich,Arsenal,4.31,3.6,1.84,A,0.8,1.0,2.0,1.2,2.0
376,Southampton,Man United,2.56,3.37,2.74,D,2.2,1.2,0.4,2.0,2.0
377,Sunderland,Swansea,2.29,3.28,3.22,A,1.8,0.6,2.2,1.4,2.0
378,Tottenham,Aston Villa,1.49,4.25,6.94,H,0.4,1.0,2.8,2.4,2.0
379,West Brom,Stoke,2.04,3.43,3.67,A,1.2,2.0,1.4,1.6,2.0
380,Arsenal,Crystal Palace,1.25,5.96,12.43,H,1.8,0.8,1.0,2.0,5.0
381,Leicester,Everton,3.06,3.32,2.36,D,1.8,1.23,0.6,1.55,5.0
382,Man United,Swansea,1.34,4.96,9.32,A,1.8,1.2,1.6,2.2,5.0
383,QPR,Hull,2.47,3.18,3.02,A,1.0,1.23,2.2,1.55,5.0
384,Stoke,Aston Villa,1.92,3.38,4.27,A,0.4,0.6,3.2,1.8,5.0
385,West Brom,Sunderland,2.23,3.31,3.34,D,1.4,2.2,2.0,1.6,5.0
386,West Ham,Tottenham,3.74,3.43,2.03,A,0.8,1.2,2.6,1.0,5.0
387,Liverpool,Southampton,1.34,5.16,9.0,H,1.0,1.2,1.4,2.2,6.0
388,Newcastle,Man City,5.24,4.0,1.64,A,2.2,1.8,1.2,1.0,6.0
389,Burnley,Chelsea,8.72,4.63,1.39,A,1.0,1.23,0.6,1.55,0.0
390,Aston Villa,Newcastle,2.5,3.27,2.92,D,0.2,1.4,2.2,1.2,5.0
391,Chelsea,Leicester,1.2,6.79,14.59,H,1.24,0.4,1.54,2.8,5.0
392,Crystal Palace,West Ham,2.44,3.18,3.07,A,0.8,1.2,2.0,1.0,5.0
393,Everton,Arsenal,2.71,3.3,2.65,D,1.2,1.6,1.8,2.4,5.0
394,Southampton,West Brom,1.86,3.52,4.43,D,0.4,0.8,1.6,2.2,5.0
395,Swansea,Burnley,1.64,3.83,5.65,H,1.24,1.0,1.54,1.6,5.0
396,Hull,Stoke,2.44,3.16,3.1,D,1.6,1.4,1.4,0.6,6.0
397,Sunderland,Man United,4.8,3.68,1.76,D,2.0,1.2,0.6,1.6,6.0
398,Tottenham,QPR,1.46,4.37,7.21,H,1.24,1.0,1.54,2.8,6.0
399,Man City,Liverpool,1.83,3.72,4.26,H,3.4,0.8,1.8,3.0,0.0
400,Burnley,Man United,5.97,3.89,1.6,D,1.6,3.0,0.8,1.0,5.0
401,Everton,Chelsea,3.56,3.31,2.15,A,1.6,1.6,0.6,2.2,5.0
402,Man City,Stoke,1.19,7.04,15.58,A,1.6,0.8,1.4,2.8,5.0
403,Newcastle,Crystal Palace,1.72,3.6,5.22,D,2.0,2.2,1.2,0.8,5.0
404,QPR,Sunderland,2.41,3.17,3.13,H,1.6,1.0,2.0,0.0,5.0
405,Swansea,West Brom,1.85,3.51,4.47,H,0.4,0.6,1.2,1.6,5.0
406,West Ham,Southampton,2.73,3.26,2.65,A,1.0,1.0,1.8,1.0,5.0
407,Aston Villa,Hull,2.25,3.15,3.47,H,1.0,1.4,1.8,1.0,6.0
408,Leicester,Arsenal,4.48,3.6,1.82,D,1.4,2.0,2.2,2.0,6.0
409,Tottenham,Liverpool,2.63,3.38,2.68,A,3.0,0.8,2.4,3.6,6.0
410,Arsenal,Man City,2.93,3.35,2.43,D,2.0,0.6,1.2,2.0,5.0
411,Chelsea,Swansea,1.3,5.41,10.78,H,1.8,0.4,1.2,2.4,5.0
412,Crystal Palace,Burnley,2.19,3.24,3.5,D,0.0,1.6,1.0,1.2,5.0
413,Liverpool,Aston Villa,1.29,5.58,10.79,A,0.4,1.2,2.4,2.2,5.0
414,Southampton,Newcastle,1.78,3.6,4.78,H,0.2,0.4,2.0,1.4,5.0
415,Stoke,Leicester,2.09,3.24,3.8,A,0.0,0.6,2.0,1.2,5.0
416,Sunderland,Tottenham,3.59,3.37,2.11,D,1.0,1.0,1.8,1.6,5.0
417,West Brom,Everton,3.45,3.37,2.15,A,1.6,2.0,1.0,2.0,5.0
418,Man United,QPR,1.27,5.72,11.51,H,0.0,1.0,4.0,2.4,6.0
419,Hull,West Ham,2.13,3.28,3.63,D,1.2,1.2,1.6,0.8,0.0
420,Aston Villa,Arsenal,4.6,3.53,1.82,A,1.6,0.8,1.2,1.2,5.0
421,Burnley,Sunderland,2.5,3.2,2.96,D,1.4,1.5,1.2,0.5,5.0
422,Newcastle,Hull,2.14,3.29,3.59,D,1.2,2.2,2.0,1.4,5.0
423,QPR,Stoke,2.74,3.11,2.76,D,1.0,0.5,1.2,0.5,5.0
424,Swansea,Southampton,2.45,3.29,2.97,A,1.2,0.6,1.4,1.6,5.0
425,West Ham,Liverpool,4.38,3.78,1.8,H,2.4,1.4,1.8,0.8,5.0
426,Everton,Crystal Palace,1.39,4.68,8.48,A,2.0,2.8,1.8,2.2,6.0
427,Leicester,Man United,5.39,3.98,1.64,H,1.2,1.5,0.8,1.5,6.0
428,Man City,Chelsea,2.37,3.39,2.99,D,2.8,0.6,1.0,2.4,6.0
429,Tottenham,West Brom,1.5,4.2,6.84,A,0.2,1.0,1.8,3.0,6.0
430,Arsenal,Tottenham,1.77,3.72,4.65,D,1.4,0.8,1.4,2.2,5.0
431,Chelsea,Aston Villa,1.21,6.5,14.22,H,0.6,0.8,2.2,2.0,5.0
432,Crystal Palace,Leicester,2.6,3.27,2.79,H,0.5,1.6,1.0,1.0,5.0
433,Hull,Man City,6.34,4.03,1.55,A,2.2,1.6,1.4,0.8,5.0
434,Liverpool,Everton,1.91,3.63,4.0,D,1.4,1.4,0.8,1.4,5.0
435,Man United,West Ham,1.38,5.08,7.84,H,1.2,0.8,1.8,2.4,5.0
436,Southampton,QPR,1.44,4.42,7.77,H,0.0,0.4,4.0,1.4,5.0
437,Sunderland,Swansea,2.79,3.21,2.62,D,1.8,1.2,1.6,2.0,5.0
438,West Brom,Burnley,1.98,3.37,4.02,H,0.0,1.8,0.5,1.4,6.0
439,Stoke,Newcastle,2.1,3.32,3.64,H,0.2,0.8,2.0,1.0,0.0
440,Aston Villa,Man City,7.25,4.2,1.48,A,2.6,1.0,1.2,1.0,3.0
441,Hull,Crystal Palace,2.07,3.34,3.72,H,2.0,2.4,1.8,1.0,3.0
442,Leicester,Burnley,1.78,3.57,4.8,D,0.0,2.0,1.67,2.67,3.0
443,Liverpool,West Brom,1.43,4.63,7.36,H,0.2,1.2,1.2,1.0,3.0
444,Sunderland,Stoke,2.5,3.17,2.97,H,1.4,1.2,1.0,1.2,3.0
445,Swansea,Newcastle,1.87,3.52,4.31,D,0.2,0.6,2.0,1.6,3.0
446,Chelsea,Arsenal,1.66,3.83,5.4,H,2.2,0.8,0.6,2.0,5.0
447,Man United,Everton,1.65,3.9,5.26,H,1.4,1.0,1.0,2.0,5.0
448,Tottenham,Southampton,2.15,3.36,3.47,H,1.2,1.0,0.6,2.0,5.0
449,West Ham,QPR,1.9,3.48,4.23,H,0.33,1.2,3.33,1.2,5.0
450,Arsenal,Hull,1.41,4.67,8.03,D,1.2,0.8,2.0,1.8,5.0
451,Burnley,West Ham,2.75,3.29,2.63,A,1.2,1.0,1.6,0.33,5.0
452,Crystal Palace,Chelsea,7.96,4.51,1.43,A,2.8,1.6,1.2,1.2,5.0
453,Everton,Aston Villa,1.58,3.96,6.2,H,0.4,2.8,2.0,2.2,5.0
454,Man City,Tottenham,1.46,4.49,7.29,H,1.0,0.6,1.0,2.0,5.0
455,Newcastle,Leicester,2.19,3.45,3.31,H,0.33,1.8,1.33,1.8,5.0
456,Southampton,Sunderland,1.57,3.88,6.56,H,1.0,0.4,0.8,1.8,5.0
457,QPR,Liverpool,5.98,4.03,1.58,A,2.2,1.0,2.2,1.0,6.0
458,Stoke,Swansea,2.46,3.24,2.99,H,1.8,0.8,1.4,1.0,6.0
459,West Brom,Man United,4.83,3.83,1.73,D,1.0,1.2,1.8,1.6,0.0
460,Liverpool,Hull,1.43,4.55,7.75,D,1.4,1.0,1.8,1.4,5.0
461,Southampton,Stoke,1.6,3.88,5.99,H,1.4,0.4,1.4,3.0,5.0
462,Sunderland,Arsenal,5.05,3.7,1.72,A,1.6,1.4,1.0,1.4,5.0
463,Swansea,Leicester,1.9,3.53,4.13,H,0.25,0.8,1.25,1.2,5.0
464,West Brom,Crystal Palace,1.88,3.46,4.37,D,1.8,1.6,2.2,1.8,5.0
465,West Ham,Man City,6.07,4.34,1.53,H,2.6,1.0,1.2,1.6,5.0
466,Burnley,Everton,4.46,3.56,1.83,A,1.6,1.5,1.0,0.5,6.0
467,Man United,Chelsea,2.84,3.38,2.48,D,2.8,1.0,1.4,2.4,6.0
468,Tottenham,Newcastle,1.74,3.74,4.78,A,0.6,0.8,1.8,1.6,6.0
469,QPR,Aston Villa,2.33,3.2,3.23,H,0.4,1.5,1.8,1.25,0.0
470,Arsenal,Burnley,1.27,5.81,11.61,H,0.5,1.2,1.75,1.6,5.0
471,Chelsea,QPR,1.17,7.6,16.97,H,0.25,0.4,3.0,2.2,5.0
472,Everton,Swansea,1.72,3.64,5.15,D,1.6,2.8,1.6,2.4,5.0
473,Hull,Southampton,3.85,3.42,2.01,A,1.2,1.8,0.8,1.4,5.0
474,Leicester,West Brom,2.27,3.37,3.2,A,0.4,2.0,1.4,2.5,5.0
475,Newcastle,Liverpool,3.72,3.54,2.01,H,2.2,1.4,2.2,1.8,5.0
476,Stoke,West Ham,2.36,3.29,3.12,D,1.8,0.8,1.6,1.4,5.0
477,Aston Villa,Tottenham,3.72,3.4,2.05,A,1.0,1.4,1.8,1.0,1.0
478,Man City,Man United,1.88,3.65,4.07,H,1.4,0.8,1.8,2.0,1.0
479,Crystal Palace,Sunderland,2.07,3.35,3.73,A,0.6,1.6,2.2,1.4,1.0
480,Burnley,Hull,2.49,3.28,2.91,H,1.2,1.8,1.2,0.6,0.0
481,Liverpool,Chelsea,3.27,3.32,2.26,A,2.6,0.8,1.4,1.0,0.0
482,Man United,Crystal Palace,1.3,5.53,10.42,H,1.8,1.0,2.2,2.0,0.0
483,QPR,Man City,6.74,4.5,1.47,D,2.2,1.2,1.2,1.4,0.0
484,Southampton,Leicester,1.43,4.5,7.92,H,0.2,0.2,1.4,3.0,0.0
485,West Ham,Aston Villa,1.72,3.64,5.19,D,0.4,1.2,1.6,1.6,0.0
486,Sunderland,Everton,3.82,3.4,2.02,D,1.8,1.2,1.2,1.2,3.0
487,Swansea,Arsenal,3.5,3.36,2.14,H,1.6,0.6,1.0,1.6,3.0
488,Tottenham,Stoke,1.67,3.72,5.48,A,1.0,1.2,1.4,1.2,3.0
489,West Brom,Newcastle,2.26,3.34,3.26,A,0.8,1.6,1.6,2.0,3.0
490,Arsenal,Man United,2.15,3.46,3.4,A,1.2,1.2,1.8,2.0,5.0
491,Chelsea,West Brom,1.23,6.22,13.88,H,0.6,0.6,1.0,2.6,5.0
492,Everton,West Ham,1.83,3.6,4.46,H,2.2,2.2,1.6,2.0,5.0
493,Leicester,Sunderland,2.1,3.34,3.69,D,1.0,1.8,2.4,2.0,5.0
494,Man City,Swansea,1.37,5.01,8.24,H,1.0,0.8,1.4,1.8,5.0
495,Newcastle,QPR,1.82,3.55,4.56,H,0.4,1.4,2.8,1.4,5.0
496,Stoke,Burnley,1.69,3.66,5.49,A,0.4,1.0,2.0,1.0,5.0
497,Crystal Palace,Liverpool,4.41,3.5,1.86,H,1.6,1.6,1.8,1.0,6.0
498,Hull,Tottenham,3.48,3.33,2.16,A,1.4,1.6,1.6,1.4,6.0
499,Aston Villa,Southampton,5.02,3.59,1.74,D,1.2,1.6,0.8,0.6,0.0
500,Burnley,Aston Villa,2.14,3.28,3.58,D,0.2,1.2,1.6,0.6,5.0
501,Liverpool,Stoke,1.69,3.77,5.11,H,1.2,1.0,1.4,0.8,5.0
502,Man United,Hull,1.31,5.36,9.7,H,1.0,0.6,1.4,2.0,5.0
503,QPR,Leicester,2.29,3.3,3.22,H,0.2,1.4,1.4,1.8,5.0
504,Sunderland,Chelsea,8.91,4.69,1.38,D,2.4,1.2,1.4,1.2,5.0
505,Swansea,Crystal Palace,1.78,3.57,4.8,D,1.6,0.8,2.0,1.8,5.0
506,West Brom,Arsenal,4.46,3.56,1.83,A,1.4,1.6,1.0,1.6,5.0
507,West Ham,Newcastle,2.12,3.34,3.56,H,1.2,1.0,1.6,1.6,5.0
508,Southampton,Man City,3.1,3.35,2.33,A,2.2,0.2,1.6,3.4,6.0
509,Tottenham,Everton,2.26,3.39,3.21,H,1.6,1.6,1.0,0.6,6.0
510,Burnley,Newcastle,2.78,3.23,2.65,D,1.2,1.4,1.0,0.8,2.0
511,Crystal Palace,Aston Villa,2.06,3.32,3.86,A,0.2,1.2,1.8,1.4,2.0
512,Leicester,Liverpool,3.71,3.47,2.05,A,1.6,1.4,1.8,1.6,2.0
513,Man United,Stoke,1.44,4.45,7.9,H,1.0,0.6,1.6,1.8,2.0
514,Swansea,QPR,1.71,3.7,5.18,H,0.4,1.0,2.2,1.4,2.0
515,West Brom,West Ham,2.46,3.28,2.99,A,1.8,1.4,1.8,1.6,2.0
516,Arsenal,Southampton,1.77,3.64,4.76,H,1.2,1.4,0.6,1.8,2.0
517,Chelsea,Tottenham,1.41,4.67,8.05,H,1.6,0.6,1.8,2.6,2.0
518,Everton,Hull,1.51,4.1,6.83,D,0.8,2.0,1.6,2.0,2.0
519,Sunderland,Man City,6.8,4.33,1.49,A,2.4,0.8,1.2,0.8,2.0
520,Hull,West Brom,2.39,3.22,3.1,D,0.6,1.8,1.4,1.4,3.0
521,Liverpool,Sunderland,1.49,4.23,7.0,D,0.6,0.8,2.0,1.0,3.0
522,Man City,Everton,1.5,4.44,6.46,H,1.4,0.8,1.4,1.6,3.0
523,Newcastle,Chelsea,6.64,4.08,1.53,H,1.2,1.0,0.8,1.6,3.0
524,QPR,Burnley,2.04,3.37,3.81,H,0.8,1.8,2.0,2.2,3.0
525,Stoke,Arsenal,3.97,3.45,1.97,H,1.4,1.2,0.8,1.2,3.0
526,Tottenham,Crystal Palace,1.59,3.95,5.89,D,1.2,1.2,1.6,1.0,3.0
527,Aston Villa,Leicester,2.34,3.3,3.13,H,0.4,1.8,2.0,0.8,5.0
528,West Ham,Swansea,2.35,3.32,3.09,H,0.8,0.4,1.6,1.6,5.0
529,Southampton,Man United,2.73,3.33,2.61,A,1.4,0.8,1.8,2.6,1.0
530,Arsenal,Newcastle,1.43,4.56,7.62,H,1.4,1.0,1.0,1.6,5.0
531,Burnley,Southampton,5.06,3.61,1.74,H,0.6,1.6,0.6,1.0,5.0
532,Chelsea,Hull,1.17,7.32,17.12,H,0.6,0.2,1.4,2.4,5.0
533,Crystal Palace,Stoke,2.53,3.18,2.93,D,0.8,1.4,1.6,1.4,5.0
534,Leicester,Man City,6.55,4.52,1.48,A,2.4,1.8,1.0,1.6,5.0
535,Sunderland,West Ham,2.87,3.29,2.52,D,1.8,1.6,1.6,1.0,5.0
536,West Brom,Aston Villa,2.11,3.27,3.71,H,0.4,1.8,1.2,1.0,5.0
537,Man United,Liverpool,1.81,3.67,4.49,H,1.6,0.6,2.0,1.8,6.0
538,Swansea,Tottenham,2.47,3.33,2.91,A,1.2,0.8,2.0,1.8,6.0
539,Everton,QPR,1.45,4.41,7.54,H,0.4,1.0,1.8,1.6,0.0
540,Aston Villa,Man United,6.11,3.9,1.59,D,1.8,1.8,2.0,0.8,5.0
541,Hull,Swansea,2.95,3.23,2.5,A,0.6,1.4,1.4,1.0,5.0
542,Man City,Crystal Palace,1.29,5.51,10.84,H,0.6,0.6,1.2,1.8,5.0
543,QPR,West Brom,2.4,3.26,3.06,H,0.6,1.4,0.8,2.2,5.0
544,Southampton,Everton,2.41,3.33,2.98,H,1.2,1.0,1.4,2.4,5.0
545,Tottenham,Burnley,1.49,4.34,6.88,H,0.8,1.0,2.4,1.0,5.0
546,West Ham,Leicester,1.7,3.82,5.05,H,0.6,0.4,2.0,1.6,5.0
547,Liverpool,Arsenal,2.77,3.43,2.53,D,1.2,0.6,1.4,0.8,6.0
548,Newcastle,Sunderland,2.06,3.34,3.8,A,0.6,0.6,1.8,1.4,6.0
549,Stoke,Chelsea,5.93,3.83,1.61,A,1.2,1.4,1.0,1.8,0.0
550,Arsenal,QPR,1.26,5.87,11.5,H,0.4,1.0,2.0,2.2,4.0
551,Burnley,Liverpool,4.58,3.7,1.78,A,1.4,1.0,2.0,1.0,4.0
552,Chelsea,West Ham,1.33,5.26,9.54,H,1.8,0.2,1.4,2.2,4.0
553,Crystal Palace,Southampton,3.59,3.27,2.15,A,0.4,1.6,0.8,1.2,4.0
554,Everton,Stoke,1.8,3.54,4.72,A,0.8,0.6,1.2,1.8,4.0
555,Leicester,Tottenham,3.63,3.46,2.06,A,1.4,1.4,2.0,0.6,4.0
556,Man United,Newcastle,1.38,4.82,8.53,H,1.2,0.4,1.4,2.0,4.0
557,Sunderland,Hull,2.03,3.27,3.96,A,0.2,1.6,1.4,0.6,4.0
558,Swansea,Aston Villa,1.73,3.62,5.08,H,0.4,0.8,0.8,1.6,4.0
559,West Brom,Man City,6.31,4.23,1.53,A,2.2,1.4,1.0,0.8,4.0
560,Aston Villa,Sunderland,2.3,3.19,3.28,D,0.8,1.4,1.8,1.0,6.0
561,Hull,Leicester,2.23,3.27,3.33,A,0.6,0.8,2.2,0.6,6.0
562,Man City,Burnley,1.16,7.74,17.78,D,1.0,0.4,2.0,2.2,6.0
563,Newcastle,Everton,2.84,3.33,2.49,H,1.0,0.4,1.6,1.0,6.0
564,QPR,Crystal Palace,2.35,3.27,3.09,D,0.6,1.2,1.4,2.4,6.0
565,Southampton,Chelsea,4.62,3.54,1.81,D,1.2,1.0,0.8,1.4,6.0
566,Stoke,West Brom,1.88,3.41,4.38,H,0.8,1.8,1.4,1.6,6.0
567,Tottenham,Man United,3.18,3.43,2.23,D,1.4,1.2,1.2,1.2,6.0
568,West Ham,Arsenal,3.41,3.47,2.12,A,1.6,0.4,1.4,1.6,6.0
569,Liverpool,Swansea,1.67,3.72,5.31,H,0.8,0.8,1.4,0.8,0.0
570,Aston Villa,Crystal Palace,2.37,3.19,3.19,D,0.2,1.0,1.0,1.0,3.0
571,Hull,Everton,3.28,3.28,2.28,H,0.8,1.0,2.0,0.2,3.0
572,Liverpool,Leicester,1.4,4.71,8.04,D,0.8,1.0,1.8,1.6,3.0
573,Man City,Sunderland,1.23,6.39,13.1,H,0.8,0.6,0.2,1.8,3.0
574,Newcastle,Burnley,1.78,3.64,4.66,D,1.0,0.8,2.0,1.4,3.0
575,QPR,Swansea,2.93,3.28,2.48,D,0.8,1.2,1.8,2.0,3.0
576,Southampton,Arsenal,2.87,3.29,2.52,H,1.6,1.2,1.6,1.4,3.0
577,Stoke,Man United,3.94,3.41,1.99,D,1.0,1.6,0.8,1.6,3.0
578,Tottenham,Chelsea,4.71,3.66,1.77,H,1.2,0.8,0.8,1.0,3.0
579,West Ham,West Brom,1.84,3.57,4.38,D,0.6,0.6,1.4,1.4,3.0
580,Burnley,QPR,2.14,3.36,3.48,H,0.6,0.6,2.0,0.8,3.0
581,Chelsea,Newcastle,1.19,6.84,15.17,H,1.0,0.2,1.8,2.2,3.0
582,Crystal Palace,Tottenham,3.48,3.35,2.15,H,1.6,1.8,1.4,1.2,3.0
583,Everton,Man City,4.22,3.61,1.86,D,2.6,0.8,0.8,1.2,3.0
584,Leicester,Aston Villa,2.17,3.24,3.55,H,0.4,1.4,0.6,0.4,3.0
585,Sunderland,Liverpool,4.21,3.46,1.91,A,1.0,1.8,1.6,0.8,3.0
586,Swansea,West Ham,2.22,3.34,3.32,D,1.2,0.8,1.6,1.4,3.0
587,West Brom,Hull,2.02,3.27,3.97,H,0.8,1.6,1.6,0.6,3.0
588,Arsenal,Stoke,1.46,4.37,7.37,H,1.0,0.8,1.0,2.2,6.0
589,Man United,Southampton,1.81,3.59,4.54,A,1.0,0.4,0.8,2.4,6.0
590,Aston Villa,Liverpool,4.48,3.44,1.87,A,1.2,0.6,1.4,0.8,5.0
591,Burnley,Crystal Palace,2.48,3.17,3.02,A,0.2,0.8,0.8,1.0,5.0
592,Leicester,Stoke,2.56,3.2,2.89,A,0.6,1.2,1.4,0.6,5.0
593,Newcastle,Southampton,3.17,3.26,2.34,A,1.0,1.4,0.8,1.8,5.0
594,QPR,Man United,5.77,3.92,1.61,A,1.2,1.0,0.8,1.8,5.0
